name,code,population
Carta,HR,1084
Ineu,HR,1929
Tomesti,HR,2773
Corbu,HR,1068
Capu Corbului,HR,554
Corund,HR,5088
Atia,HR,341
Calonda,HR,58
Fantana Brazilor,HR,401
Valea lui Pavel,HR,452
Danesti,HR,2403
Madaras,HR,2297
Dealu,HR,1833
Fancel,HR,146
Sancrai,HR,1079
Tamasu,HR,116
Tibod,HR,192
Ulcani,HR,432
Valea Rotunda,HR,97
Ditrau,HR,6078
Jolotca,HR,694
Tengheler,HR,0
Darjiu,HR,847
Mujna,HR,487
Frumoasa,HR,1780
Barzava,HR,697
Fagetel,HR,129
Nicolesti,HR,1142
Galautas,HR,2012
Dealu Armanului,HR,47
Galautas-Parau,HR,400
Nuteni,HR,118
Plopis,HR,55
Preluca,HR,14
Toleseni,HR,104
Zapodea,HR,21
Joseni,HR,5406
Borzont,HR,831
Bucin,HR,10
Lazarea,HR,3564
Ghidut,HR,163
Lueta,HR,3716
Baile Chirui,HR,125
Lunca de Jos,HR,1172
Baratcos,HR,255
Poiana Fagului,HR,271
Puntea Lupului,HR,158
Valea lui Antaloc,HR,253
Valea Boros,HR,432
Valea Capelei,HR,313
Valea Intunecoasa,HR,240
Valea Rece,HR,2205
Lunca de Sus,HR,723
Comiat,HR,386
Izvorul Trotusului,HR,684
Paltinis-Ciuc,HR,638
Valea Garbea,HR,390
Valea Ugra,HR,603
Lupeni,HR,1871
Bisericani,HR,632
Bulgareni,HR,270
Firtusu,HR,210
Morareni,HR,733
Paltinis,HR,430
Pauleni,HR,238
Satu Mic,HR,95
Sancel,HR,34
Martinis,HR,599
Aldea,HR,386
Badeni,HR,256
Calugareni,HR,77
Chinusu,HR,146
Comanesti,HR,227
Ghipes,HR,176
Locodeni,HR,31
Oraseni,HR,323
Petreni,HR,210
Rares,HR,174
Sanpaul,HR,496
Meresti,HR,1534
Mihaileni,HR,936
Livezi,HR,567
Nadejdea,HR,683
Vacaresti,HR,599
Mugeni,HR,1028
Alunis,HR,139
Beta,HR,321
Betesti,HR,659
Dejutiu,HR,176
Dobeni,HR,599
Lutita,HR,795
Matiseni,HR,149
Porumbenii Mari,HR,1203
Porumbenii Mici,HR,470
Taietura,HR,297
Ocland,HR,566
Craciunel,HR,527
Satu Nou,HR,299
Plaiesii de Jos,HR,493
Casinu Nou,HR,892
Iacobeni,HR,435
Imper,HR,465
Plaiesii de Sus,HR,850
Praid,HR,3801
Becas,HR,147
Bucin,HR,7
Ocna de Jos,HR,1685
Ocna de Sus,HR,1424
Sasveres,HR,0
Remetea,HR,6498
Fagetel,HR,19
Martonca,HR,0
Sineu,HR,65
Sacel,HR,147
Soimusu Mare,HR,425
Soimusu Mic,HR,517
Uilac,HR,29
Vidacut,HR,342
Sarmas,HR,777
Fundoaia,HR,658
Hodosa,HR,1592
Platonesti,HR,556
Runc,HR,700
Secuieni,HR,628
Bodogaia,HR,777
Eliseni,HR,1104
Siculeni,HR,2811
Ciaracio,HR,144
Ciceu,HR,2540
Racu,HR,1166
Satu Nou,HR,449
Sancraieni,HR,2423
Fitod,HR,399
Hosasau,HR,1
Leliceni,HR,270
Misentea,HR,1029
Santimbru,HR,2086
Santimbru-Bai,HR,0
Sandominic,HR,6676
Sanmartin,HR,1313
Ciucani,HR,1121
Cozmeni,HR,1407
Lazaresti,HR,620
Valea Uzului,HR,12
Sansimion,HR,2415
Cetatuia,HR,992
Subcetate,HR,1518
Calnaci,HR,342
Duda,HR,58
Filpea,HR,429
Suseni,HR,3220
Chileni,HR,845
Liban,HR,82
Senetea,HR,15
Valea Stramba,HR,1457
Simonesti,HR,1071
Bentid,HR,190
Cadaciu Mare,HR,159
Cadaciu Mic,HR,84
Cehetel,HR,200
Chedia Mare,HR,29
Chedia Mica,HR,64
Cobatesti,HR,404
Medisoru Mare,HR,181
Mihaileni,HR,453
Nicoleni,HR,83
Ruganesti,HR,667
Tarcesti,HR,200
Turdeni,HR,118
Tulghes,HR,3319
Hagota,HR,175
Pintic,HR,123
Recea,HR,163
Tusnad,HR,907
Tusnadu Nou,HR,1019
Vrabia,HR,233
Ulies,HR,337
Daia,HR,279
Iasu,HR,53
Ighiu,HR,72
Nicolesti,HR,199
Obranesti,HR,16
Petecu,HR,319
Vasileni,HR,39
Varsag,HR,1560
Voslabeni,HR,1253
Izvoru Muresului,HR,800
Zetea,HR,4603
Desag,HR,45
Izvoare,HR,379
Poiana Tarnavei,HR,69
Sicasau,HR,149
Sub Cetate,HR,734
Deva,HD,76207
Santuhalm,HD,549
Archia,HD,84
Barcea Mica,HD,222
Cristur,HD,1376
Carjiti,HD,159
Almasu Sec,HD,184
Cherghes,HD,114
Cozia,HD,198
Popesti,HD,210
Hunedoara,HD,78551
Racastia,HD,564
Bos,HD,471
Gros,HD,84
Hasdat,HD,374
Pestisu Mare,HD,1293
Ghelari,HD,2675
Govajdia,HD,177
Plop,HD,44
Ruda,HD,260
Teliucu Inferior,HD,1605
Cincis-Cerna,HD,783
Izvoarele,HD,165
Teliucu Superior,HD,324
Petrosani,HD,51476
Dalja Mare,HD,297
Dalja Mica,HD,197
Pestera,HD,123
Slatinioara,HD,297
Lupeni,HD,32853
Petrila,HD,27610
Cimpa,HD,624
Jiet,HD,770
Rascoala,HD,219
Tirici,HD,79
Uricani,HD,11546
Campu lui Neag,HD,582
Valea de Brazi,HD,707
Vulcan,HD,32160
Dealu Babii,HD,211
Jiu-Paroseni,HD,2153
Aninoasa,HD,3565
Iscroni,HD,1987
Banita,HD,836
Crivadia,HD,168
Merisor,HD,393
Brad,HD,16180
Mesteacan,HD,693
Potingani,HD,60
Ruda-Brad,HD,236
Taratel,HD,785
Valea Bradului,HD,907
Criscior,HD,1026
Barza,HD,2314
Valea Arsului,HD,79
Zdrapti,HD,1294
Calan,HD,10849
Streisangeorgiu,HD,603
Batiz,HD,604
Calanu Mic,HD,174
Grid,HD,368
Nadastia de Jos,HD,312
Nadastia de Sus,HD,361
Ohaba Streiului,HD,126
Sancrai,HD,228
Santamaria de Piatra,HD,200
Strei,HD,376
Strei-Sacel,HD,192
Valea Sangeorgiului,HD,345
Hateg,HD,10393
Nalatvad,HD,305
Silvasu de Jos,HD,490
Silvasu de Sus,HD,428
Orastie,HD,24174
Simeria,HD,11946
Barcea Mare,HD,422
Carpinis,HD,212
Simeria Veche,HD,387
Santandrei,HD,665
Saulesti,HD,289
Uroi,HD,390
Baia de Cris,HD,914
Baldovin,HD,151
Caraci,HD,77
Carastau,HD,284
Lunca,HD,321
Risca,HD,311
Risculita,HD,551
Tebea,HD,849
Valeni,HD,20
Balsa,HD,361
Almasu Mic de Munte,HD,128
Ardeu,HD,74
Bunesti,HD,10
Galbina,HD,52
Mada,HD,135
Oprisesti,HD,69
Poiana,HD,164
Poienita,HD,99
Rosia,HD,17
Stauini,HD,113
Techereu,HD,94
Valisoara,HD,137
Voia,HD,190
Baru,HD,1333
Livadia,HD,820
Petros,HD,902
Valea Lupului,HD,289
Bacia,HD,625
Petreni,HD,515
Tampa,HD,699
Totia,HD,129
Baita,HD,477
Barbura,HD,200
Cainelu de Sus,HD,542
Craciunesti,HD,309
Fizes,HD,212
Hartagani,HD,1101
Lunca,HD,369
Ormindea,HD,691
Pestera,HD,104
Saliste,HD,338
Trestia,HD,377
Batrana,HD,170
Fata Rosie,HD,46
Piatra,HD,27
Rachitaua,HD,35
Beriu,HD,625
Castau,HD,1202
Cucuis,HD,183
Magureni,HD,21
Orastioara de Jos,HD,372
Poieni,HD,46
Sereca,HD,191
Sibisel,HD,838
Blajeni,HD,429
Blajeni-Vulcan,HD,297
Cris,HD,347
Dragu-Brad,HD,13
Grosuri,HD,237
Plai,HD,230
Ret,HD,192
Salatruc,HD,175
Bosorod,HD,854
Alun,HD,130
Bobaia,HD,165
Chitid,HD,651
Cioclovina,HD,73
Luncani,HD,89
Prihodiste,HD,47
Ursici,HD,151
Tarsa,HD,282
Branisca,HD,700
Boz,HD,535
Barastii Iliei,HD,44
Cabesti,HD,36
Gialacuta,HD,30
Furcsoara,HD,48
Rovina,HD,219
Tarnava,HD,232
Tarnavita,HD,171
Bretea Romana,HD,301
Batalar,HD,242
Bercu,HD,22
Bretea Streiului,HD,282
Covragiu,HD,191
Gantaga,HD,358
Maceu,HD,401
Ocolisu Mare,HD,270
Plopi,HD,302
Rusi,HD,252
Valcele,HD,274
Valcelele Bune,HD,493
Valceluta,HD,31
Buces,HD,230
Buces-Vulcan,HD,317
Dupapiatra,HD,359
Grohotele,HD,306
Mihaileni,HD,573
Stanija,HD,520
Tarnita,HD,481
Bucuresci,HD,773
Curechiu,HD,493
Merisor,HD,152
Rovina,HD,250
Sesuri,HD,532
Bulzestii de Sus,HD,79
Bulzestii de Jos,HD,105
Giurgesti,HD,63
Grohot,HD,67
Paulesti,HD,100
Rusesti,HD,45
Stanculesti,HD,40
Ticera,HD,13
Tomnatec,HD,50
Bunila,HD,111
Alun,HD,52
Cernisoara Florese,HD,251
Poienita Voinii,HD,185
Vadu Dobrii,HD,65
Burjuc,HD,189
Bradatel,HD,177
Glodghilesti,HD,243
Petresti,HD,72
Tatarasti,HD,202
Tisa,HD,188
Cerbal,HD,167
Aranies,HD,64
Feregi,HD,124
Merisoru de Munte,HD,51
Poienita Tomii,HD,127
Poiana Rachitelii,HD,219
Socet,HD,112
Ulm,HD,54
Certeju de Sus,HD,1795
Bocsa Mare,HD,33
Bocsa Mica,HD,121
Hondol,HD,598
Magura-Toplita,HD,178
Nojag,HD,349
Sacaramb,HD,242
Toplita Muresului,HD,113
Varmaga,HD,473
Densus,HD,440
Criva,HD,58
Hatagel,HD,301
Pesteana,HD,545
Pestenita,HD,348
Poieni,HD,142
Stei,HD,299
Dobra,HD,1562
Abucea,HD,57
Bujoru,HD,112
Fagetel,HD,41
Lapusnic,HD,486
Mihaiesti,HD,320
Panc,HD,206
Panc-Saliste,HD,101
Radulesti,HD,156
Roscani,HD,458
Stancesti,HD,124
Stancesti-Ohaba,HD,54
Stretea,HD,66
Geoagiu,HD,3095
Aurel Vlaicu,HD,914
Bacaia,HD,30
Bozes,HD,266
Cigmau,HD,145
Gelmar,HD,496
Geoagiu-Bai,HD,627
Homorod,HD,472
Mermezeu-Valeni,HD,31
Renghet,HD,356
Valeni,HD,95
Gurasada,HD,441
Boiu de Jos,HD,80
Boiu de Sus,HD,180
Carmazanesti,HD,159
Campuri de Sus,HD,157
Campuri-Surduc,HD,376
Danulesti,HD,85
Gothatea,HD,281
Runcsor,HD,97
Ulies,HD,103
Vica,HD,80
Harau,HD,613
Banpotoc,HD,541
Barsau,HD,529
Chimindia,HD,369
Ilia,HD,1800
Bacea,HD,370
Bretea Muresana,HD,662
Braznic,HD,285
Cuies,HD,91
Dumbravita,HD,66
Sacamas,HD,235
Sarbi,HD,503
Valea Lunga,HD,186
Lapugiu de Jos,HD,158
Bastea,HD,5
Cosesti,HD,87
Fintoag,HD,275
Grind,HD,68
Holdea,HD,73
Lapugiu de Sus,HD,548
Lasau,HD,203
Ohaba,HD,198
Teiu,HD,217
Lelese,HD,203
Cerisor,HD,179
Runcu Mare,HD,186
Sohodol,HD,67
Lunca Cernii de Jos,HD,225
Ciumita,HD,4
Fantana,HD,50
Gura Bordului,HD,139
Lunca Cernii de Sus,HD,344
Meria,HD,350
Negoiu,HD,342
Valea Babii,HD,47
Luncoiu de Jos,HD,863
Dudesti,HD,117
Luncoiu de Sus,HD,523
Podele,HD,369
Stejarel,HD,326
Martinesti,HD,210
Dancu Mare,HD,326
Dancu Mic,HD,164
Jeledinti,HD,264
Magura,HD,46
Tamasasa,HD,132
Turmas,HD,81
Orastioara de Sus,HD,561
Bucium,HD,384
Costesti,HD,535
Costesti-Deal,HD,70
Gradistea de Munte,HD,238
Ludestii de Jos,HD,343
Ludestii de Sus,HD,45
Ocolisu Mic,HD,470
Pestisu Mic,HD,176
Almasu Mic,HD,88
Ciulpaz,HD,60
Cutin,HD,43
Dumbrava,HD,54
Josani,HD,198
Manerau,HD,283
Nandru,HD,230
Valea Nandrului,HD,169
Pui,HD,887
Baiesti,HD,311
Federi,HD,396
Fizesti,HD,523
Galati,HD,496
Hobita,HD,197
Ohaba-Ponor,HD,353
Ponor,HD,471
Rau Barbat,HD,220
Rusor,HD,332
Serel,HD,613
Uric,HD,307
Rapoltu Mare,HD,883
Bobalna,HD,529
Boiu,HD,207
Folt,HD,194
Rapoltel,HD,273
Rachitova,HD,699
Boita,HD,328
Ciula Mare,HD,239
Ciula Mica,HD,214
Gotesti,HD,10
Mesteacan,HD,25
Valioara,HD,328
Ribita,HD,610
Crisan,HD,555
Dumbrava de Jos,HD,321
Dumbrava de Sus,HD,141
Ribicioara,HD,79
Uibaresti,HD,140
Rau de Mori,HD,398
Brazi,HD,1277
Clopotiva,HD,888
Ohaba-Sibisel,HD,124
Ostrov,HD,413
Ostrovel,HD,197
Ostrovu Mic,HD,118
Sibisel,HD,270
Suseni,HD,219
Unciuc,HD,214
Valea Daljii,HD,284
Romos,HD,1261
Ciungu Mare,HD,166
Pischinti,HD,252
Romosel,HD,666
Vaidei,HD,718
Sarmizegetusa,HD,715
Breazova,HD,183
Hobita-Gradiste,HD,180
Paucinesti,HD,241
Zeicani,HD,225
Salasu de Sus,HD,689
Coroiesti,HD,285
Malaiesti,HD,169
Nucsoara,HD,420
Ohaba de Sub Piatra,HD,274
Paros,HD,416
Pestera,HD,70
Rau Alb,HD,222
Rau Mic,HD,170
Salasu de Jos,HD,316
Zavoi,HD,156
Santamaria-Orlea,HD,974
Balomir,HD,369
Barastii Hategului,HD,480
Bucium-Orlea,HD,211
Ciopeia,HD,464
Sacel,HD,515
Sanpetru,HD,304
Subcetate,HD,563
Vadu,HD,116
Soimus,HD,1095
Balata,HD,363
Boholt,HD,332
Bejan,HD,250
Bejan-Tarnavita,HD,5
Cainelu de Jos,HD,156
Chiscadaga,HD,398
Fornadia,HD,312
Paulis,HD,248
Sulighete,HD,343
Tomesti,HD,242
Dobrot,HD,179
Leaut,HD,103
Livada,HD,190
Obarsa,HD,277
Steia,HD,325
Tiulesti,HD,182
Valea Mare de Cris,HD,10
Toplita,HD,219
Curpenii Silvasului,HD,0
Dealu Mic,HD,62
Dabaca,HD,245
Goles,HD,15
Hasdau,HD,442
Mosoru,HD,3
Valari,HD,70
Totesti,HD,417
Carnesti,HD,560
Copaci,HD,5
Paclisa,HD,509
Reea,HD,374
Turdas,HD,513
Pricaz,HD,1141
Rapas,HD,55
Spini,HD,266
General Berthelot,HD,290
Craguis,HD,106
Farcadin,HD,248
Livezi,HD,132
Tustea,HD,305
Vata de Jos,HD,632
Basarabasa,HD,313
Birtin,HD,343
Brotuna,HD,312
Cazanesti,HD,281
Ciungani,HD,364
Ociu,HD,370
Ocisor,HD,290
Pravaleni,HD,414
Prihodiste,HD,303
Tatarastii de Cris,HD,191
Tarnava de Cris,HD,653
Vata de Sus,HD,415
Valisoara,HD,900
Dealu Mare,HD,287
Salistioara,HD,254
Stoieneasa,HD,98
Vetel,HD,791
Boia Barzii,HD,63
Bretelin,HD,44
Caoi,HD,11
Herepeia,HD,128
Lesnic,HD,502
Mintia,HD,807
Muncelu Mare,HD,94
Muncelu Mic,HD,350
Runcu Mic,HD,38
Vorta,HD,253
Certeju de Jos,HD,137
Coaja,HD,143
Dumesti,HD,24
Luncsoara,HD,74
Valea Poienii,HD,266
Visca,HD,483
Zam,HD,763
Almasel,HD,78
Almas-Saliste,HD,215
Braseu,HD,31
Cerbia,HD,152
Deleni,HD,31
Godinesti,HD,242
Micanesti,HD,146
Poganesti,HD,108
Pojoga,HD,352
Salciva,HD,212
Tamasesti,HD,112
Valea,HD,45
Calarasi,CL,76952
Modelu,CL,7839
Radu Negru,CL,0
Stoenesti,CL,0
Tonea,CL,1683
Slobozia,IL,52553
Bora,IL,1580
Slobozia Noua,IL,1915
Fetesti,IL,8421
Buliga,IL,1168
Fetesti-Gara,IL,23789
Vlasca,IL,1996
Tandarei,IL,14212
Albesti,IL,761
Bataluri,IL,39
Buesti,IL,1220
Marsilieni,IL,702
Amara,IL,7136
Amara Noua,IL,0
Andrasesti,IL,1841
Orboesti,IL,458
Balaciu,IL,1098
Copuzu,IL,445
Crasanii de Jos,IL,408
Crasanii de Sus,IL,160
Sarateni,IL,1415
Borcea,CL,9982
Bordusani,IL,4025
Cegani,IL,1396
Bucu,IL,2264
Ograda,IL,2646
Cazanesti,IL,3743
Ciocanesti,CL,5232
Ciochina,IL,1824
Borduselu,IL,920
Orezu,IL,705
Piersica,IL,133
Ciulnita,IL,955
Ion Ghica,IL,352
Ivanesti,IL,207
Poiana,IL,866
Cocora,IL,2447
Colelia,IL,1428
Cosambesti,IL,960
Gimbasani,IL,942
Marculesti,IL,1675
Ceacu,CL,1469
Calarasii Vechi,CL,773
Cuza Voda,CL,1968
Dichiseni,CL,481
Coslogeni,CL,875
Libertatea,CL,0
Satnoeni,CL,574
Dor Marunt,CL,3638
Dalga,CL,937
Dalga-Gara,CL,1179
Infratirea,CL,437
Ogoru,CL,440
Pelinu,CL,167
Dorobantu,CL,1743
Bosneagu,CL,540
Varasti,CL,1289
Dragalina,CL,6317
Constantin Brancoveanu,CL,1103
Drajna Noua,CL,1422
Dragos Voda,CL,2397
Bogdana,CL,302
Socoalele,CL,363
Facaeni,IL,5369
Progresu,IL,691
Gheorghe Doja,IL,2989
Gheorghe Lazar,IL,2461
Giurgeni,IL,1690
Gradistea,CL,2157
Bogata,CL,735
Cunesti,CL,986
Rasa,CL,1269
Grindu,IL,2418
Grivita,IL,2851
Smirna,IL,1228
Traian,IL,3178
Independenta,CL,2468
Potcoava,CL,1045
Visinii,CL,622
Jegalia,CL,2253
Galdau,CL,1665
Iezeru,CL,1137
Lehliu,CL,1913
Sapunari,CL,1082
Lehliu-Gara,CL,3864
Buzoeni,CL,605
Razvani,CL,2153
Valea Seaca,CL,0
Lupsanu,CL,704
Nucetu,CL,796
Plevna,CL,801
Radu Voda,CL,1367
Valea Rusului,CL,51
Mihail Kogalniceanu,IL,3223
Gura Ialomitei,IL,1372
Hagieni,IL,42
Luciu,IL,1490
Milosesti,IL,2046
Nicolesti,IL,519
Tovarasia,IL,558
Movila,IL,2251
Munteni-Buzau,IL,3974
Nicolae Balcescu,CL,1440
Alexandru Odobescu,CL,1178
Galatui,CL,438
Perieti,IL,1255
Fundata,IL,263
Misleanu,IL,870
Paltinisu,IL,560
Stejaru,IL,389
Perisoru,CL,4516
Marculesti-Gara,CL,338
Tudor Vladimirescu,CL,752
Reviga,IL,1379
Crunti,IL,721
Mircea cel Batran,IL,255
Rovine,IL,1214
Roseti,CL,5866
Salcioara,IL,1307
Rasi,IL,1349
Saveni,IL,3168
Fratilesti,IL,518
Lacusteni,IL,1005
Platonesti,IL,995
Scanteia,IL,3073
Iazu,IL,1315
Sfantu Gheorghe,IL,945
Butoiu,IL,842
Malu,IL,479
Stelnica,IL,1631
Maltezi,IL,431
Retezatu,IL,33
Suditi,IL,2009
Gura Vaii,IL,311
Stefan cel Mare,CL,3095
Stefan Voda,CL,2631
Ulmu,CL,1023
Chirnogi,CL,202
Faurei,CL,597
Zimbru,CL,201
Unirea,CL,2618
Oltina,CL,496
Valea Ciorii,IL,1064
Bucsa,IL,179
Dumitresti,IL,127
Murgeanca,IL,463
Valcelele,CL,1434
Floroaica,CL,711
Vlad Tepes,CL,1718
Mihai Viteazu,CL,1025
Vladeni,IL,2412
Iasi,IS,344425
Barnova,IS,788
Cercu,IS,266
Paun,IS,726
Pietraria,IS,463
Todirel,IS,482
Visan,IS,210
Holboca,IS,2095
Cristesti,IS,555
Dancu,IS,6903
Orzeni,IS,571
Rusenii Noi,IS,323
Rusenii Vechi,IS,431
Valea Lunga,IS,245
Rediu,IS,1084
Breazu,IS,1082
Horlesti,IS,244
Tautesti,IS,959
Valea Lupului,IS,2078
Tomesti,IS,8886
Chicerea,IS,879
Goruni,IS,1142
Vladiceni,IS,338
Harlau,IS,8471
Parcovaci,IS,3237
Pascani,IS,35897
Blagesti,IS,1385
Bosteni,IS,1142
Gastesti,IS,2761
Lunca,IS,2452
Sodomeni,IS,1263
Targu Frumos,IS,13875
Bals,IS,1187
Boureni,IS,1425
Buznea,IS,1214
Coasta Magurii,IS,219
Costesti,IS,1174
Dadesti,IS,244
Ganesti,IS,801
Giurgesti,IS,535
Ion Neculce,IS,184
Prigoreni,IS,657
Razboieni,IS,1200
Alexandru I. Cuza,IS,727
Kogalniceni,IS,357
Scheia,IS,1306
Volintiresti,IS,481
Andrieseni,IS,1570
Buhaeni,IS,469
Draganesti,IS,144
Fantanele,IS,366
Glavanesti,IS,797
Iepureni,IS,88
Spineni,IS,603
Aroneanu,IS,935
Dorobant,IS,951
Rediu Aldei,IS,343
Sorogani,IS,147
Baltati,IS,1513
Cotargaci,IS,53
Filiasi,IS,60
Madarjesti,IS,860
Podisu,IS,455
Sarca,IS,881
Valea Oilor,IS,711
Belcesti,IS,4968
Liteni,IS,1366
Munteni,IS,1271
Satu Nou,IS,1610
Tansa,IS,1062
Ulmi,IS,710
Bivolari,IS,2254
Buruienesti,IS,173
Solonet,IS,449
Tabara,IS,1010
Traian,IS,168
Bosia,IS,1615
Coada Stancii,IS,503
Manzatesti,IS,752
Ungheni,IS,697
Braesti,IS,1280
Albesti,IS,403
Buda,IS,242
Cristesti,IS,1284
Rediu,IS,258
Butea,IS,3342
Miclauseni,IS,555
Ceplenita,IS,1434
Buhalnita,IS,1686
Poiana Marului,IS,1067
Zlodica,IS,339
Ciortesti,IS,1344
Coropceni,IS,1223
Deleni,IS,528
Rotaria,IS,349
Serbesti,IS,956
Ciurea,IS,1933
Curaturi,IS,274
Dumbrava,IS,1165
Hlincea,IS,164
Lunca Cetatuii,IS,3386
Picioru Lupului,IS,605
Slobozia,IS,516
Coarnele Caprei,IS,2186
Arama,IS,685
Petrosica,IS,141
Osoi,IS,1647
Comarna,IS,2213
Curagau,IS,130
Stanca,IS,160
Costuleni,IS,1448
Covasna,IS,1403
Cozia,IS,1133
Hilita,IS,765
Cotnari,IS,1607
Bahluiu,IS,344
Cireseni,IS,260
Carjoaia,IS,1854
Fagat,IS,246
Hodora,IS,1387
Horodistea,IS,676
Iosupeni,IS,129
Luparia,IS,351
Valea Racului,IS,357
Zbereni,IS,317
Cozmesti,IS,1630
Podolenii de Jos,IS,334
Podolenii de Sus,IS,1035
Cristesti,IS,3525
Homita,IS,424
Cucuteni,IS,601
Baiceni,IS,280
Barbatesti,IS,165
Sacaresti,IS,278
Dagata,IS,1526
Balusesti,IS,235
Boatca,IS,266
Buzdug,IS,82
Manastirea,IS,1149
Piscu Rusului,IS,406
Poienile,IS,196
Tarnita,IS,165
Zece Prajini,IS,452
Deleni,IS,3973
Feredeni,IS,952
Leahu-Nacu,IS,99
Maxut,IS,2277
Poiana,IS,1237
Slobozia,IS,1136
Dobrovat,IS,2589
Dolhesti,IS,694
Bradicesti,IS,1161
Pietris,IS,818
Dumesti,IS,1504
Banu,IS,326
Chilisoaia,IS,156
Hoisesti,IS,854
Pausesti,IS,1506
Erbiceni,IS,2277
Barlesti,IS,644
Spinoasa,IS,268
Spranceana,IS,327
Totoesti,IS,1495
Focuri,IS,3990
Fantanele,IS,1853
Golaiesti,IS,1518
Bran,IS,1
Cilibiu,IS,444
Cotu lui Ivan,IS,406
Gradinari,IS,307
Medeleni,IS,124
Petresti,IS,342
Podu Jijiei,IS,235
Gorban,IS,734
Gura Bohotin,IS,419
Podu Hagiului,IS,630
Scoposeni,IS,644
Zberoaia,IS,338
Grajduri,IS,1418
Carbunari,IS,321
Corcodel,IS,16
Lunca,IS,78
Padureni,IS,387
Poiana cu Cetate,IS,109
Valea Satului,IS,520
Gropnita,IS,423
Bulbucani,IS,762
Forasti,IS,515
Malaesti,IS,459
Saveni,IS,731
Sangeri,IS,390
Grozesti,IS,1161
Coltu Cornii,IS,498
Salageni,IS,87
Halaucesti,IS,4967
Luncasi,IS,969
Helesteni,IS,740
Harmaneasa,IS,762
Movileni,IS,239
Oboroceni,IS,859
Horlesti,IS,1983
Bogdanesti,IS,812
Scoposeni,IS,304
Ipatele,IS,749
Alexesti,IS,44
Bacu,IS,609
Cuza Voda,IS,456
Lespezi,IS,956
Buda,IS,1130
Bursuc-Deal,IS,821
Bursuc-Vale,IS,180
Dumbrava,IS,717
Heci,IS,2254
Letcani,IS,2732
Bogonos,IS,872
Cogeasca,IS,1788
Cucuteni,IS,482
Lungani,IS,915
Crucea,IS,1333
Goesti,IS,1160
Zmeu,IS,1189
Madarjac,IS,884
Bojila,IS,255
Frumusica,IS,326
Mircesti,IS,1435
Iugani,IS,2061
Izvoarele,IS,1463
Rachiteni,IS,1692
Ursaresti,IS,160
Mironeasa,IS,3514
Schitu Hadambului,IS,81
Ursita,IS,515
Miroslava,IS,1287
Balciu,IS,294
Bratuleni,IS,246
Ciurbesti,IS,669
Cornesti,IS,497
Dancas,IS,140
Gaureni,IS,198
Horpaz,IS,659
Proselnici,IS,397
Uricani,IS,669
Valea Adanca,IS,213
Valea Ursului,IS,85
Vorovesti,IS,557
Miroslovesti,IS,2050
Ciohorani,IS,1901
Mitesti,IS,251
Soci,IS,1405
Verseni,IS,1240
Mogosesti,IS,2161
Budesti,IS,279
Hadambu,IS,968
Manjesti,IS,591
Mogosesti-Siret,IS,799
Muncelu de Sus,IS,2221
Tudor Vladimirescu,IS,816
Mosna,IS,1990
Motca,IS,3360
Boureni,IS,1390
Movileni,IS,496
Iepureni,IS,743
Larga-Jijia,IS,720
Potangeni,IS,885
Oteleni,IS,2510
Handresti,IS,1120
Plugari,IS,1402
Borosoaia,IS,1604
Onesti,IS,269
Podu Iloaiei,IS,6253
Budai,IS,1089
Cositeni,IS,284
Holm,IS,205
Scobalteni,IS,945
Popesti,IS,1953
Doroscani,IS,624
Harpasesti,IS,739
Obrijeni,IS,266
Padureni,IS,55
Vama,IS,54
Popricani,IS,2052
Carlig,IS,461
Cotu Morii,IS,229
Cuza Voda,IS,478
Moimesti,IS,341
Rediu Mitropoliei,IS,125
Tipilesti,IS,316
Vanatori,IS,772
Vulturi,IS,763
Prisacani,IS,1894
Macaresti,IS,696
Moreni,IS,970
Probota,IS,1163
Balteni,IS,622
Perieni,IS,1650
Raducaneni,IS,5422
Bohotin,IS,1425
Isaiia,IS,342
Rosu,IS,618
Romanesti,IS,946
Avantu,IS,579
Ursoaia,IS,392
Ruginoasa,IS,1546
Dumbravita,IS,2260
Rediu,IS,1413
Vascani,IS,488
Schitu Duca,IS,455
Blaga,IS,91
Dumitrestii Galatii,IS,619
Pocreaca,IS,553
Poieni,IS,754
Poiana,IS,495
Satu Nou,IS,545
Slobozia,IS,397
Scanteia,IS,1283
Bodesti,IS,372
Borosesti,IS,878
Ciocarlesti,IS,315
Lunca Rates,IS,377
Rediu,IS,174
Tufestii de Sus,IS,276
Scobinti,IS,1713
Badeni,IS,1313
Fetesti,IS,1232
Sticlaria,IS,1625
Zagavia,IS,1056
Sinesti,IS,1621
Bocnita,IS,348
Osoi,IS,977
Stornesti,IS,1119
Siretel,IS,2057
Berezlogi,IS,266
Humosu,IS,756
Satu Nou,IS,138
Slobozia,IS,606
Stolniceni-Prajescu,IS,1642
Bratesti,IS,1859
Cozmesti,IS,2099
Strunga,IS,609
Bratulesti,IS,533
Crivesti,IS,290
Cucova,IS,152
Farcaseni,IS,1770
Fedeleseni,IS,372
Gura Vaii,IS,102
Habasesti,IS,481
Scheia,IS,1093
Cauesti,IS,501
Cioca-Boca,IS,442
Draguseni,IS,859
Frenciugi,IS,567
Poiana Scheii,IS,418
Satu Nou,IS,339
Sipote,IS,847
Chiscareni,IS,1687
Halceni,IS,754
Iazu Nou,IS,1190
Iazu Vechi,IS,328
Mitoc,IS,418
